Tipo,Temp_Aire,Temp_Proceso,Velocidad,Torque,Desgaste,Fallo,Tipo_Fallo,Consumo_Estimado,Gasto_Excesivo
L,300.7,311.7,1910,19.7,13,0,No Failure,37.627,False
L,300.7,311.7,1460,46.1,15,0,No Failure,67.306,True
L,300.7,311.8,1603,34.1,17,0,No Failure,54.6623,False
L,300.7,311.8,1486,47.3,19,0,No Failure,70.2878,True
L,300.8,311.9,1560,31.8,21,0,No Failure,49.608,False
L,300.8,311.9,1498,39.3,23,0,No Failure,58.871399999999994,False
H,300.8,311.9,1431,48.5,25,0,No Failure,69.4035,True
L,300.8,311.9,1486,45.1,30,0,No Failure,67.0186,True
L,300.7,311.9,1486,35.8,32,0,No Failure,53.1988,False
L,300.7,311.8,1441,38.1,34,0,No Failure,54.9021,False
M,300.7,311.9,1366,55.1,36,0,No Failure,75.26660000000001,True
L,300.6,311.8,1471,41.4,39,0,No Failure,60.8994,True
L,300.6,311.9,1463,38.2,41,0,No Failure,55.88660000000001,False
L,300.6,311.9,1413,41.3,43,0,No Failure,58.356899999999996,False
H,300.6,311.9,1604,30.5,45,0,No Failure,48.922,False
L,300.7,312.0,1401,51.1,50,0,No Failure,71.59110000000001,True
L,300.6,311.8,1652,27.2,52,0,No Failure,44.934400000000004,False
L,300.5,311.9,1403,45.7,54,0,No Failure,64.11710000000001,True
L,300.5,311.9,1887,21.7,56,0,No Failure,40.947900000000004,False
L,300.4,311.8,1405,47.9,58,0,No Failure,67.2995,True
H,300.2,311.6,1496,41.1,60,0,No Failure,61.4856,True
L,300.1,311.5,1499,43.4,65,0,No Failure,65.0566,True
L,300.2,311.5,1549,37.2,67,0,No Failure,57.622800000000005,False
L,300.3,311.6,1515,44.9,69,0,No Failure,68.0235,True
L,300.2,311.6,1540,37.7,71,0,No Failure,58.05800000000001,False
H,300.2,311.5,1426,44.3,73,0,No Failure,63.1718,True
M,300.2,311.6,1465,41.4,78,0,No Failure,60.651,True
M,300.3,311.6,1359,54.1,81,0,No Failure,73.5219,True
M,300.3,311.7,1551,36.4,84,0,No Failure,56.456399999999995,False
L,300.5,311.8,1596,34.8,87,0,No Failure,55.5408,False
M,300.5,311.9,1670,26.3,89,0,No Failure,43.921,False
L,300.4,311.9,1868,21.3,92,0,No Failure,39.7884,False
M,300.6,312.0,1490,39.8,94,0,No Failure,59.30199999999999,False
M,300.5,311.9,1676,35.2,97,0,No Failure,58.995200000000004,False
M,300.5,311.9,1875,22.1,100,0,No Failure,41.4375,False
M,300.5,312.0,1867,23.0,103,0,No Failure,42.941,False
L,300.5,312.0,1646,29.5,106,0,No Failure,48.557,False
H,300.5,312.0,1375,43.2,108,0,No Failure,59.400000000000006,False
L,300.5,312.0,1558,36.7,113,0,No Failure,57.1786,False
L,300.4,312.0,1631,34.9,115,0,No Failure,56.921899999999994,False
L,300.4,312.0,1366,43.0,117,0,No Failure,58.738,False
L,300.3,311.8,1360,48.0,119,0,No Failure,65.28,True
L,300.3,311.8,1547,39.7,121,0,No Failure,61.4159,True
L,300.3,311.7,1571,31.2,123,0,No Failure,49.0152,False
L,300.2,311.5,1528,36.1,125,0,No Failure,55.1608,False
H,300.2,311.5,1432,43.6,127,0,No Failure,62.4352,True
L,300.2,311.6,1356,53.5,132,0,No Failure,72.546,True
H,300.1,311.5,1422,46.2,134,0,No Failure,65.69640000000001,True
L,300.1,311.4,1438,42.2,139,0,No Failure,60.683600000000006,True
L,300.2,311.4,1483,44.4,141,0,No Failure,65.84519999999999,True
L,300.2,311.4,1331,49.8,143,0,No Failure,66.2838,True
L,300.2,311.4,1463,37.5,145,0,No Failure,54.8625,False
L,300.1,311.4,1446,40.6,147,0,No Failure,58.7076,False
L,300.1,311.4,1356,45.7,149,0,No Failure,61.96920000000001,True
L,300.1,311.3,1676,30.3,151,0,No Failure,50.7828,False
L,300.1,311.4,1910,23.0,153,0,No Failure,43.93,False
L,300.2,311.6,1375,56.9,155,0,No Failure,78.2375,True
M,300.2,311.6,1513,40.8,157,0,No Failure,61.730399999999996,True
L,300.2,311.6,1511,35.7,160,0,No Failure,53.9427,False
H,300.2,311.6,1662,28.8,162,0,No Failure,47.8656,False
L,300.2,311.7,1493,48.3,167,0,No Failure,72.11189999999999,True
M,300.2,311.7,1555,37.4,169,0,No Failure,58.157,False
L,300.3,311.7,1452,41.5,172,0,No Failure,60.258,True
L,300.2,311.6,1500,39.0,174,0,No Failure,58.5,False
L,300.2,311.7,1603,30.5,176,0,No Failure,48.8915,False
L,300.3,311.7,1682,27.8,178,0,No Failure,46.7596,False
L,300.3,311.8,1567,37.7,180,0,No Failure,59.075900000000004,False
L,300.3,311.8,1413,46.0,182,0,No Failure,64.998,True
M,300.3,311.9,1429,41.6,184,0,No Failure,59.446400000000004,False
L,300.3,311.9,1692,31.5,187,0,No Failure,53.298,False
L,300.4,311.9,1476,48.7,189,0,No Failure,71.88119999999999,True
M,300.4,312.0,1596,30.4,191,0,No Failure,48.51839999999999,False
H,300.3,311.9,1390,49.0,194,0,No Failure,68.11,True
M,300.3,311.8,1607,33.7,199,0,No Failure,54.1559,False
L,300.3,311.7,1821,26.3,202,0,No Failure,47.892300000000006,False
H,300.3,311.8,2141,18.5,204,0,No Failure,39.6085,False
M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure,51.404300000000006,False
M,300.4,311.8,1442,45.1,0,0,No Failure,65.0342,True
L,300.4,311.7,1459,45.6,3,0,No Failure,66.53040000000001,True
H,300.4,311.8,2496,13.5,5,0,No Failure,33.696,False
L,300.4,311.8,1367,57.2,10,0,No Failure,78.1924,True
L,300.3,311.8,2004,19.6,12,0,No Failure,39.278400000000005,False
L,300.3,311.7,1406,47.5,14,0,No Failure,66.785,True
L,300.3,311.8,1548,33.0,16,0,No Failure,51.084,False
L,300.3,311.7,1333,55.2,18,0,No Failure,73.58160000000001,True
L,300.2,311.6,1767,26.4,20,0,No Failure,46.648799999999994,False
L,300.2,311.6,1827,27.0,22,0,No Failure,49.329,False
M,300.2,311.6,1533,46.4,24,0,No Failure,71.13119999999999,True
H,300.2,311.5,1515,36.8,27,0,No Failure,55.751999999999995,False
L,300.2,311.4,1568,41.0,32,0,No Failure,64.288,True
L,300.2,311.4,1452,47.8,34,0,No Failure,69.40559999999999,True
L,300.2,311.4,1433,37.9,36,0,No Failure,54.3107,False
M,300.1,311.3,1650,33.8,38,0,No Failure,55.769999999999996,False
L,300.1,311.4,1629,31.3,41,0,No Failure,50.987700000000004,False
L,300.0,311.3,1520,39.2,43,0,No Failure,59.58400000000001,False
H,300.0,311.2,1393,43.1,45,0,No Failure,60.0383,True
H,299.9,311.2,1364,49.6,50,0,No Failure,67.65440000000001,True
M,299.9,311.3,1389,50.0,55,0,No Failure,69.45,True
L,299.8,311.1,1466,46.1,58,0,No Failure,67.5826,True
L,299.7,311.1,1650,32.4,60,0,No Failure,53.46,False
L,299.6,311.0,1554,36.3,62,0,No Failure,56.410199999999996,False
M,299.6,310.9,1474,39.7,64,0,No Failure,58.5178,False
H,299.5,310.8,1600,32.4,67,0,No Failure,51.84,False
L,299.5,310.8,1356,54.9,72,0,No Failure,74.44439999999999,True
L,299.5,310.8,1571,38.2,74,0,No Failure,60.01220000000001,True
L,299.6,310.9,1658,28.0,76,0,No Failure,46.424,False
L,299.6,310.8,1393,49.9,78,0,No Failure,69.5107,True
M,299.7,311.0,1448,49.8,80,0,No Failure,72.1104,True
L,299.7,310.9,1477,40.4,83,0,No Failure,59.67079999999999,False
M,299.7,311.0,1506,42.7,85,0,No Failure,64.3062,True
M,299.7,310.9,1685,32.1,88,0,No Failure,54.0885,False
L,299.6,310.9,1533,31.8,91,0,No Failure,48.7494,False
L,299.5,310.8,1447,41.0,93,0,No Failure,59.327,False
M,299.5,310.7,1488,39.5,95,0,No Failure,58.776,False
M,299.6,310.8,1427,50.4,98,0,No Failure,71.9208,True
M,299.5,310.7,1424,41.3,101,0,No Failure,58.8112,False
L,299.5,310.7,1472,40.9,104,0,No Failure,60.2048,True
L,299.5,310.7,1438,45.7,106,0,No Failure,65.7166,True
L,299.6,310.8,1507,42.4,108,0,No Failure,63.8968,True
L,299.6,310.7,1393,52.1,110,0,No Failure,72.5753,True
L,299.5,310.8,1283,52.4,112,0,No Failure,67.22919999999999,True
L,299.6,310.8,1644,30.9,114,0,No Failure,50.7996,False
L,299.6,310.8,1498,46.9,116,0,No Failure,70.25619999999999,True
L,299.6,310.8,1400,40.8,118,0,No Failure,57.11999999999999,False
H,299.6,310.9,1679,31.2,120,0,No Failure,52.3848,False
M,299.7,311.1,1618,30.3,125,0,No Failure,49.025400000000005,False
H,299.6,311.0,1714,30.2,128,0,No Failure,51.7628,False
L,299.6,311.0,1574,35.0,133,0,No Failure,55.09,False
L,299.7,311.1,1574,36.4,135,0,No Failure,57.2936,False
L,299.6,310.9,1472,40.9,137,0,No Failure,60.2048,True
L,299.6,311.0,1552,33.2,139,0,No Failure,51.5264,False
L,299.7,311.1,1603,31.4,141,0,No Failure,50.334199999999996,False
H,299.7,311.1,1353,47.1,143,0,No Failure,63.7263,True
L,299.7,311.1,1690,30.6,148,0,No Failure,51.714,False
M,299.8,311.2,1745,26.3,150,0,No Failure,45.8935,False
L,299.9,311.3,1522,45.7,153,0,No Failure,69.5554,True
H,300.0,311.4,1641,34.5,155,0,No Failure,56.6145,False
L,299.9,311.4,1596,28.9,160,0,No Failure,46.124399999999994,False
H,299.9,311.4,1497,37.0,162,0,No Failure,55.389,False
L,299.9,311.3,1371,52.3,167,0,No Failure,71.7033,True
M,299.9,311.3,1445,41.2,169,0,No Failure,59.534000000000006,False
L,299.8,311.2,1564,40.0,172,0,No Failure,62.56,True
L,299.7,311.1,1439,44.9,174,0,No Failure,64.6111,True
L,299.7,311.2,1352,52.1,176,0,No Failure,70.4392,True
L,299.8,311.3,1560,35.4,178,0,No Failure,55.224,False
M,299.7,311.2,1616,42.3,180,0,No Failure,68.35679999999999,True
L,299.7,311.2,1835,23.7,183,0,No Failure,43.4895,False
M,299.7,311.1,1649,32.7,185,0,No Failure,53.9223,False
L,299.8,311.1,1452,47.3,188,0,No Failure,68.6796,True
L,299.8,311.1,2144,17.7,190,0,No Failure,37.9488,False
L,299.7,311.1,1554,41.0,192,0,No Failure,63.714,True
L,299.7,311.0,1827,25.4,194,0,No Failure,46.40579999999999,False
L,299.6,310.9,1448,46.3,196,0,No Failure,67.0424,True
M,299.6,310.9,1530,38.8,198,0,No Failure,59.36399999999999,False
L,299.7,311.0,1983,21.0,201,0,No Failure,41.643,False
M,299.7,310.9,1620,37.2,203,0,No Failure,60.26400000000001,True
M,299.6,310.9,1630,29.8,206,0,No Failure,48.574,False
L,299.6,310.9,1229,65.2,209,1,Overstrain Failure,80.13080000000001,True
L,299.5,310.8,1873,22.3,211,0,No Failure,41.767900000000004,False
L,299.4,310.7,1426,45.7,213,0,No Failure,65.1682,True
L,299.4,310.8,1376,53.9,215,1,Overstrain Failure,74.1664,True
L,299.4,310.8,1622,33.6,217,0,No Failure,54.4992,False
M,299.4,310.7,1492,45.7,219,0,No Failure,68.18440000000001,True
M,299.3,310.7,1374,48.9,222,0,No Failure,67.1886,True
L,299.2,310.7,1737,27.0,225,1,Tool Wear Failure,46.899,False
L,299.3,310.8,1426,42.4,0,0,No Failure,60.4624,True
M,299.3,310.9,1826,25.1,2,0,No Failure,45.832600000000006,False
L,299.3,310.9,1669,32.4,5,0,No Failure,54.0756,False
M,299.4,310.9,1473,40.1,7,0,No Failure,59.0673,False
L,299.4,310.9,1751,27.8,10,0,No Failure,48.677800000000005,False
M,299.4,310.9,1446,47.3,12,0,No Failure,68.39580000000001,True
L,299.3,310.8,1483,43.5,15,0,No Failure,64.5105,True
L,299.2,310.7,1535,42.6,17,0,No Failure,65.391,True
L,299.2,310.7,1477,44.0,19,0,No Failure,64.988,True
L,299.3,310.8,1391,46.9,21,0,No Failure,65.2379,True
H,299.2,310.7,1636,29.4,23,0,No Failure,48.09839999999999,False
L,299.2,310.6,1675,33.3,28,0,No Failure,55.77749999999999,False
H,299.2,310.5,1329,48.9,30,0,No Failure,64.9881,True
M,299.2,310.5,1548,33.5,35,0,No Failure,51.858,False
L,299.2,310.5,1391,45.8,38,0,No Failure,63.7078,True
L,299.1,310.5,1437,43.1,40,0,No Failure,61.93470000000001,True
L,299.2,310.6,1370,61.9,42,0,No Failure,84.803,True
L,299.1,310.6,1577,37.1,44,0,No Failure,58.5067,False
L,299.1,310.5,1485,37.8,46,0,No Failure,56.132999999999996,False
L,299.0,310.4,1504,34.3,48,0,No Failure,51.587199999999996,False
M,298.9,310.3,1551,35.2,50,0,No Failure,54.595200000000006,False
M,299.1,310.5,1428,43.0,53,0,No Failure,61.404,True
L,299.0,310.5,1755,27.9,56,0,No Failure,48.9645,False
L,299.1,310.5,1329,54.9,58,0,No Failure,72.96209999999999,True
L,299.1,310.5,1496,35.2,60,0,No Failure,52.659200000000006,False
L,299.1,310.5,1532,36.6,62,0,No Failure,56.071200000000005,False
L,299.1,310.5,1389,61.4,64,0,No Failure,85.2846,True
M,299.1,310.4,1524,51.4,66,0,No Failure,78.33359999999999,True
M,299.1,310.4,1422,49.3,69,0,No Failure,70.10459999999999,True
L,299.1,310.5,1739,27.4,72,0,No Failure,47.6486,False
L,299.1,310.5,1736,26.9,74,0,No Failure,46.69839999999999,False
L,299.1,310.5,1419,48.8,76,0,No Failure,69.24719999999999,True
L,299.1,310.6,1326,49.7,78,0,No Failure,65.9022,True
M,299.1,310.6,1449,43.2,80,0,No Failure,62.5968,True
L,299.2,310.6,1534,39.7,83,0,No Failure,60.899800000000006,True
M,299.2,310.6,1443,50.9,85,0,No Failure,73.4487,True
L,299.2,310.6,1498,41.1,88,0,No Failure,61.567800000000005,True
L,299.1,310.6,1796,26.0,90,0,No Failure,46.696,False
L,299.1,310.4,1519,45.3,92,0,No Failure,68.8107,True
L,299.0,310.4,1339,49.6,94,0,No Failure,66.41440000000001,True
L,299.0,310.4,1483,41.5,96,0,No Failure,61.5445,True
M,298.9,310.2,2099,20.0,98,0,No Failure,41.98,False
M,299.0,310.3,1689,29.7,101,0,No Failure,50.16329999999999,False
H,299.1,310.4,1369,54.5,104,0,No Failure,74.6105,True
L,299.0,310.4,1512,38.8,109,0,No Failure,58.6656,False
M,299.0,310.3,1303,68.6,111,1,Power Failure,89.38579999999999,True
L,299.0,310.3,1552,39.9,114,0,No Failure,61.9248,True
L,299.0,310.4,1713,28.0,116,0,No Failure,47.964,False
L,298.9,310.3,1456,44.1,118,0,No Failure,64.2096,True
L,299.0,310.4,1524,39.8,120,0,No Failure,60.655199999999994,True
M,299.0,310.4,1394,45.2,122,0,No Failure,63.0088,True
L,299.0,310.4,1981,21.2,125,0,No Failure,41.9972,False
L,299.0,310.4,1565,36.1,127,0,No Failure,56.4965,False
L,299.1,310.4,1657,31.0,129,0,No Failure,51.367,False
M,299.0,310.4,1625,37.1,131,0,No Failure,60.2875,True
L,299.0,310.4,1606,31.1,134,0,No Failure,49.946600000000004,False
H,299.0,310.5,1336,56.8,136,0,No Failure,75.8848,True
M,299.0,310.6,1587,34.2,141,0,No Failure,54.275400000000005,False
L,299.1,310.6,1602,39.7,144,0,No Failure,63.5994,True
L,299.1,310.5,1471,38.4,146,0,No Failure,56.4864,False
H,299.1,310.6,1332,48.0,148,0,No Failure,63.936,True
H,299.2,310.6,1434,48.4,153,0,No Failure,69.40559999999999,True
L,299.1,310.6,1921,23.9,158,0,No Failure,45.911899999999996,False
H,299.2,310.6,1704,30.6,160,0,No Failure,52.1424,False
M,299.1,310.6,1397,49.5,165,0,No Failure,69.1515,True
H,299.1,310.6,1791,28.0,168,0,No Failure,50.148,False
L,299.1,310.6,1818,24.1,173,0,No Failure,43.8138,False
L,299.2,310.7,1540,36.3,175,0,No Failure,55.901999999999994,False
M,299.2,310.8,1502,39.8,177,0,No Failure,59.7796,False
H,299.2,310.8,1761,30.4,180,0,No Failure,53.53439999999999,False
M,299.1,310.8,1517,38.4,185,0,No Failure,58.25279999999999,False
L,299.1,310.7,1309,51.1,188,0,No Failure,66.88990000000001,True
L,298.9,310.6,1363,52.6,190,0,No Failure,71.6938,True
M,299.0,310.6,1787,22.2,192,0,No Failure,39.6714,False
L,298.9,310.5,1640,29.2,195,0,No Failure,47.888,False
M,298.9,310.6,1720,25.3,197,0,No Failure,43.516,False
L,298.8,310.5,1384,52.8,200,0,No Failure,73.0752,True
H,298.8,310.5,1294,55.8,202,0,No Failure,72.20519999999999,True
L,298.8,310.5,1464,46.4,207,0,No Failure,67.9296,True
L,298.8,310.6,1803,25.4,209,0,No Failure,45.7962,False
L,298.8,310.6,1602,39.1,211,0,No Failure,62.638200000000005,True
H,298.9,310.6,1519,38.8,213,0,No Failure,58.9372,False
M,298.9,310.7,1638,33.6,218,0,No Failure,55.0368,False
H,298.9,310.6,1615,33.0,221,0,No Failure,53.295,False
L,298.8,310.6,1651,33.3,0,0,No Failure,54.9783,False
L,298.9,310.6,1387,52.7,2,0,No Failure,73.09490000000001,True
M,298.8,310.5,1678,32.8,4,0,No Failure,55.038399999999996,False
L,298.9,310.6,1585,38.1,7,0,No Failure,60.3885,True
M,298.8,310.6,1640,33.8,9,0,No Failure,55.431999999999995,False
L,298.9,310.6,1406,43.8,12,0,No Failure,61.5828,True
M,298.9,310.6,1679,35.8,14,0,No Failure,60.1082,True
L,298.9,310.5,1717,26.9,17,0,No Failure,46.18729999999999,False
H,298.9,310.5,1429,39.9,19,0,No Failure,57.0171,False
M,298.9,310.4,1533,44.4,24,0,No Failure,68.06519999999999,True
M,298.9,310.5,1525,38.5,27,0,No Failure,58.7125,False
L,298.9,310.4,1739,26.3,30,0,No Failure,45.7357,False
L,298.9,310.3,1436,39.0,32,0,No Failure,56.004,False
M,298.8,310.2,1595,33.1,34,0,No Failure,52.7945,False
H,298.7,310.1,1435,45.6,37,0,No Failure,65.436,True
L,298.7,310.0,1637,31.8,42,0,No Failure,52.056599999999996,False
L,298.7,310.1,1558,37.6,44,0,No Failure,58.5808,False
M,298.7,310.1,1644,34.1,46,0,No Failure,56.0604,False
L,298.7,310.1,1641,31.1,49,0,No Failure,51.03510000000001,False
L,298.8,310.2,1504,41.0,51,0,No Failure,61.664,True
M,298.7,310.1,1506,50.7,53,0,No Failure,76.35419999999999,True
H,298.8,310.1,1380,44.0,56,0,No Failure,60.72,True
M,298.7,310.1,1549,42.5,61,0,No Failure,65.8325,True
M,298.7,310.1,1402,69.7,64,1,Power Failure,97.71940000000001,True
L,298.7,310.1,1401,45.3,67,0,No Failure,63.4653,True
M,298.7,310.0,1459,40.2,69,0,No Failure,58.6518,False
L,298.7,309.9,1465,39.7,72,0,No Failure,58.160500000000006,False
M,298.8,310.0,1295,52.7,74,0,No Failure,68.2465,True
M,298.8,310.0,1529,38.5,77,0,No Failure,58.8665,False
M,298.8,310.0,1484,44.9,80,0,No Failure,66.63159999999999,True
L,298.8,309.9,1739,30.6,83,0,No Failure,53.2134,False
H,298.7,309.8,1422,40.7,85,0,No Failure,57.8754,False
L,298.8,309.8,1463,40.0,90,0,No Failure,58.52,False
L,298.7,309.7,1667,30.4,92,0,No Failure,50.67679999999999,False
H,298.7,309.7,1565,39.3,94,0,No Failure,61.50449999999999,True
L,298.7,309.7,1393,45.7,99,0,No Failure,63.66010000000001,True
M,298.8,309.7,1453,47.7,101,0,No Failure,69.30810000000001,True
L,298.8,309.6,1442,50.0,104,0,No Failure,72.1,True
L,298.7,309.6,1364,44.9,106,0,No Failure,61.2436,True
H,298.7,309.5,1453,40.4,108,0,No Failure,58.7012,False
M,298.7,309.5,1394,46.0,113,0,No Failure,64.124,True
M,298.7,309.5,1500,38.8,116,0,No Failure,58.199999999999996,False
H,298.6,309.5,1523,34.2,119,0,No Failure,52.086600000000004,False
M,298.7,309.6,1254,57.1,124,0,No Failure,71.60340000000001,True
L,298.6,309.5,1325,52.2,127,0,No Failure,69.165,True
L,298.8,309.7,1424,49.6,129,0,No Failure,70.63040000000001,True
L,298.8,309.7,1505,39.0,131,0,No Failure,58.695,False
M,298.8,309.7,1392,48.7,133,0,No Failure,67.7904,True
L,298.8,309.7,1529,44.0,136,0,No Failure,67.276,True
M,298.8,309.7,1477,48.5,138,0,No Failure,71.6345,True
M,298.8,309.7,1459,47.3,141,0,No Failure,69.0107,True
M,299.0,309.8,2240,15.9,144,0,No Failure,35.616,False
L,298.9,309.7,1449,48.8,147,0,No Failure,70.71119999999999,True
M,298.8,309.7,1589,35.3,149,0,No Failure,56.091699999999996,False
L,298.8,309.7,1740,28.5,152,0,No Failure,49.59,False
M,298.8,309.7,1499,40.3,154,0,No Failure,60.409699999999994,True
M,298.8,309.7,1480,38.1,157,0,No Failure,56.388,False
L,298.8,309.7,1751,29.6,160,0,No Failure,51.829600000000006,False
L,298.7,309.7,1510,40.6,162,0,No Failure,61.306,True
H,298.8,309.8,1437,48.2,164,0,No Failure,69.2634,True
L,298.8,309.7,1609,40.4,169,0,No Failure,65.00359999999999,True
H,298.8,309.8,1490,35.9,171,0,No Failure,53.491,False
L,298.7,309.7,1601,35.7,176,0,No Failure,57.1557,False
L,298.7,309.6,1665,31.1,178,0,No Failure,51.7815,False
M,298.7,309.6,1452,42.7,180,0,No Failure,62.0004,True
M,298.7,309.5,1487,33.6,183,0,No Failure,49.96320000000001,False
M,298.7,309.6,1382,48.1,186,0,No Failure,66.4742,True
M,298.7,309.6,1686,26.2,189,0,No Failure,44.173199999999994,False
L,298.6,309.6,1491,36.9,192,0,No Failure,55.017900000000004,False
L,298.7,309.6,1442,55.6,194,0,No Failure,80.1752,True
L,298.6,309.6,1390,50.3,196,0,No Failure,69.917,True
L,298.7,309.6,1502,46.7,198,0,No Failure,70.14340000000001,True
M,298.6,309.6,1344,59.4,200,0,No Failure,79.83359999999999,True
L,298.5,309.5,1385,46.3,203,1,Tool Wear Failure,64.12549999999999,True
L,298.7,309.7,1547,37.4,0,0,No Failure,57.8578,False
M,298.6,309.6,1525,42.4,2,0,No Failure,64.66,True
L,298.6,309.6,1540,35.8,5,0,No Failure,55.13199999999999,False
L,298.6,309.5,1450,44.3,7,0,No Failure,64.235,True
L,298.6,309.6,1353,62.5,9,0,No Failure,84.5625,True
L,298.8,309.7,1582,45.0,11,0,No Failure,71.19,True
L,298.9,309.8,1396,49.0,13,0,No Failure,68.404,True
M,298.8,309.8,1551,36.6,15,0,No Failure,56.766600000000004,False
M,298.9,309.8,1836,22.8,18,0,No Failure,41.860800000000005,False
L,298.9,309.8,1390,49.9,21,0,No Failure,69.361,True
L,298.9,309.8,1534,42.1,23,0,No Failure,64.5814,True
L,298.8,309.7,1953,20.6,25,0,No Failure,40.2318,False
L,298.8,309.8,1634,33.6,27,0,No Failure,54.9024,False
L,298.7,309.7,1881,21.7,29,0,No Failure,40.817699999999995,False
M,298.8,309.7,1448,44.8,31,0,No Failure,64.87039999999999,True
M,298.7,309.7,1362,50.5,34,0,No Failure,68.781,True
L,298.8,309.7,1225,63.4,37,0,No Failure,77.665,True
M,298.8,309.6,1384,48.2,39,0,No Failure,66.7088,True
L,298.8,309.8,1334,49.3,42,0,No Failure,65.7662,True
L,298.8,309.7,1336,50.3,44,0,No Failure,67.2008,True
M,298.8,309.9,1331,61.6,46,0,No Failure,81.98960000000001,True
L,298.8,309.9,1629,31.9,49,0,No Failure,51.9651,False
L,298.9,310.0,1776,25.7,51,0,No Failure,45.6432,False
H,298.8,310.0,1530,38.3,53,0,No Failure,58.59899999999999,False
L,298.9,310.0,1719,27.3,58,0,No Failure,46.928700000000006,False
M,298.8,309.9,1495,35.2,60,0,No Failure,52.62400000000001,False
L,298.8,309.7,1450,43.1,63,0,No Failure,62.495,True
H,298.8,309.8,1563,38.8,65,0,No Failure,60.6444,True
M,298.9,309.9,1501,37.1,70,0,No Failure,55.6871,False
L,298.8,309.9,1351,47.2,73,0,No Failure,63.7672,True
L,298.9,309.9,1365,46.5,75,0,No Failure,63.4725,True
L,298.8,309.9,1525,39.7,77,0,No Failure,60.542500000000004,True
M,298.8,309.8,1288,61.9,79,0,No Failure,79.7272,True
L,298.6,309.6,1423,42.7,82,0,No Failure,60.762100000000004,True
M,298.5,309.6,1502,39.4,84,0,No Failure,59.178799999999995,False
L,298.5,309.5,1428,43.5,87,0,No Failure,62.118,True
M,298.6,309.5,1566,38.1,89,0,No Failure,59.66460000000001,False
M,298.5,309.5,1483,44.8,92,0,No Failure,66.43839999999999,True
H,298.6,309.6,1593,33.3,95,0,No Failure,53.046899999999994,False
L,298.5,309.6,1724,26.4,100,0,No Failure,45.5136,False
L,298.5,309.7,2617,12.1,102,1,Power Failure,31.6657,False
L,298.6,309.7,1294,59.4,104,0,No Failure,76.86359999999999,True
L,298.6,309.6,1533,40.7,106,0,No Failure,62.393100000000004,True
H,298.5,309.4,1671,31.8,108,0,No Failure,53.137800000000006,False
L,298.5,309.5,1370,52.4,113,0,No Failure,71.788,True
L,298.5,309.6,1462,45.1,115,0,No Failure,65.9362,True
L,298.4,309.5,1545,36.6,117,0,No Failure,56.547,False
M,298.4,309.5,1484,41.7,119,0,No Failure,61.8828,True
M,298.4,309.5,1344,45.3,122,0,No Failure,60.883199999999995,True
L,298.4,309.5,1357,50.1,125,0,No Failure,67.9857,True
M,298.5,309.6,1572,33.0,127,0,No Failure,51.876,False
L,298.5,309.6,1861,26.9,130,0,No Failure,50.0609,False
L,298.5,309.5,1548,44.5,132,0,No Failure,68.886,True
L,298.6,309.8,1496,37.7,134,0,No Failure,56.39920000000001,False
M,298.6,309.7,1314,49.7,136,0,No Failure,65.3058,True
M,298.6,309.7,1422,49.7,139,0,No Failure,70.67340000000002,True
L,298.6,309.8,1842,20.1,142,0,No Failure,37.02420000000001,False
M,298.7,309.9,1434,53.0,144,0,No Failure,76.002,True
M,298.8,310.1,1585,31.3,147,0,No Failure,49.6105,False
H,298.8,310.1,1704,30.7,150,0,No Failure,52.312799999999996,False
L,298.9,310.2,1971,23.2,155,0,No Failure,45.727199999999996,False
L,299.0,310.3,1431,39.9,157,0,No Failure,57.0969,False
L,298.9,310.4,1546,37.7,159,0,No Failure,58.284200000000006,False
L,298.9,310.3,1496,36.3,161,0,No Failure,54.30479999999999,False
H,298.9,310.3,1243,63.0,163,0,No Failure,78.309,True
L,299.0,310.4,1452,46.2,168,0,No Failure,67.0824,True
L,299.1,310.6,1380,44.7,170,0,No Failure,61.68600000000001,True
L,299.2,310.6,1567,38.4,172,0,No Failure,60.172799999999995,True
L,299.1,310.5,1628,35.9,174,0,No Failure,58.4452,False
L,299.1,310.4,1505,46.1,176,0,No Failure,69.3805,True
M,299.0,310.3,1827,28.0,178,0,No Failure,51.156,False
L,299.0,310.3,1577,40.0,181,0,No Failure,63.08,True
L,298.9,310.2,1304,57.2,183,0,No Failure,74.5888,True
H,298.9,310.1,1324,54.6,185,0,No Failure,72.2904,True
L,298.8,310.0,1537,39.9,190,0,No Failure,61.326299999999996,True
M,298.8,310.1,1501,48.7,192,0,No Failure,73.0987,True
M,298.7,309.9,1654,29.1,195,0,No Failure,48.1314,False
M,298.7,310.0,1519,38.1,198,0,No Failure,57.8739,False
L,298.7,309.9,1371,51.3,201,0,No Failure,70.3323,True
L,298.7,309.8,1181,65.9,203,1,Overstrain Failure,77.82790000000001,True
L,298.6,309.8,1469,42.8,205,0,No Failure,62.8732,True
L,298.6,309.8,1637,34.6,207,0,No Failure,56.64020000000001,False
L,298.6,309.8,1370,56.0,0,0,No Failure,76.72,True
L,298.6,309.9,1630,30.6,2,0,No Failure,49.878,False
L,298.6,310.0,1517,39.0,4,0,No Failure,59.163,False
M,298.6,309.9,1668,32.3,6,0,No Failure,53.8764,False
M,298.6,309.9,1818,24.9,9,0,No Failure,45.2682,False
